"ids","rel.ids","mzs","RTs","Int"
"2879","49","98.9841578424152","67.0783032869038","2648060.25"
"2899","49","329.181894200626","68.9319370814732","2555270.25"
"2916","49","375.187543499011","68.5703508649554","2280456.75"
"108","50","444.245217586601","257.68241141183","143435104"
"230","50","222.626152546514","257.568758719308","57098408"
"360","50","445.248367248866","257.656175013951","30647040"
"604","50","171.112664342839","258.447209006862","17500550"
"823","50","466.227075232132","257.787428501674","13190577"
"892","50","223.127887806295","257.568748256138","12055608"
"1094","50","263.634538520097","257.209517124721","10402489"
"1108","50","489.230310657745","257.892400251116","9278350"
"1254","50","241.599599471812","257.726192801339","7688415"
"2358","50","336.189632264778","258.498215157645","3259882"
"2852","50","467.230578343462","257.769952392578","2609757"
"109","51","243.133855434917","324.01457915435","143223552"
"331","51","265.115761560853","323.975758579799","33996792"
"609","51","244.136999389274","323.97581351144","17467370"
"766","51","553.334489514602","323.468160574777","14013970"
"1116","51","183.091568427569","324.045812988281","9191730"
"1236","51","284.196708143474","323.152716064453","7939741.5"
"1427","51","259.115133259581","324.536203438895","6500886"
"1937","51","266.119078243978","323.897052001953","4283047"
"1938","51","430.2295606203","324.334889439174","4281533"
"2086","51","554.33778482035","323.380627441406","3885003.5"
"2808","51","284.698470220291","323.152856445313","2684922.5"
"110","52","119.018901435467","34.4242063823499","136645376"
"132","52","133.034505064076","34.4242124055561","106420384"
"252","52","72.08084231567","34.757959265458","49786216"
"266","52","105.003264673804","34.440049723575","46481656"
"318","52","103.122941557273","34.6310208638509","35364756"
"342","52","101.008368259567","34.4165148484079","32285368"
"378","52","140.068088266978","38.9621776781584","30225122"
"431","52","147.013697728048","34.3923146097284","25404316"
"448","52","133.584078822692","34.5534511021205","24626998"
"528","52","121.016360585224","34.4326161836323","20182630"
"562","52","137.029374270865","34.4483783119603","18826354"
"586","52","120.01967941694","34.4320836318167","18018416"
"614","52","142.034893100215","34.4162438041285","17270180"
"640","52","86.096398934695","34.4388179779053","16631184"
"658","52","128.019202284454","34.416227441085","16107686"
"684","52","135.031946182798","34.4002194655569","15500443"
"698","52","132.998182447183","34.4481908898605","15238204"
"726","52","86.992719329309","34.4243965148926","14638114"
"791","52","134.035270762161","34.4802800228721","13679552"
"854","52","151.044928323282","34.3998951159026","12703681"
"927","52","165.024282717897","34.4247180537174","11485268"
"1258","52","123.013740080391","34.4241655249345","7678484.5"
"1387","52","151.008571295575","34.4002704620361","6742710"
"1447","52","107.000781536002","34.4800168087608","6382014.5"
"1530","52","106.004038547218","34.3279833542673","5944211.5"
"1572","52","110.00870466799","34.4804643329821","5744361"
"1627","52","90.1106517736059","34.6401980808803","5456432.5"
"1670","52","232.999152328552","34.4840297154018","5261446"
"1810","52","103.005882219031","34.4165045085706","4704807.5"
"1952","52","102.009173671396","34.4241983514083","4229911"
"2044","52","179.039886250165","34.416627482364","3977594.5"
"2203","52","134.085693630008","34.5708042689732","3586261.5"
"2293","52","165.060657694323","34.3844867505525","3399729.75"
"2436","52","148.014345561549","34.4416595665184","3158423.75"
"2648","52","139.026932080917","34.3680962010434","2893800.5"
"2814","52","200.102860892897","34.8051851545061","2677737.75"
"111","53","491.286263865278","363.467638288225","133189720"
"157","53","562.29029721743","363.903729248047","81648328"
"303","53","492.289474152403","363.44148210798","38110616"
"475","53","563.293479798541","363.947310965402","22807320"
"610","53","553.334457233972","363.97348109654","17416870"
"641","53","277.170743511465","363.947193254743","16616941"
"1531","53","493.29233611194","363.458912876674","5936843"
"1724","53","300.6221441103","363.842639160156","5063405"
"1736","53","554.337745777435","363.982148960658","5012455"
"1809","53","277.672537568891","363.912282017299","4704838"
"1894","53","584.272267805722","364.47057320731","4403649"
"1926","53","564.28830963004","364.217551967076","4328539.5"
"2002","53","513.268157375487","363.293252999442","4085374.5"
"2087","53","377.22863967761","364.374618966239","3884395"
"2737","53","284.658079129287","362.882959856306","2758621"
"112","54","226.154859134904","77.2550624302455","131065632"
"312","54","201.086897342001","76.1500539277729","36479248"
"678","54","227.158036805721","77.2462772914342","15552355"
"1164","54","237.086794365931","77.3104472690158","8631514"
"2235","54","87.0440612633755","76.5376139189068","3519537.75"
"2422","54","202.090170520204","76.6741836547852","3170633.5"
"116","55","268.104008600685","72.1018773129112","121644744"
"544","55","389.239405175639","72.1850001743862","19469034"
"619","55","195.123319984432","72.1938099452427","17089314"
"669","55","335.679577988408","73.2059108189174","15757395"
"717","55","462.219672263857","72.3080498831613","14792115"
"763","55","132.065467485157","73.1595681843005","14048206"
"832","55","269.107276661744","72.3744709617213","13076187"
"945","55","180.136160227356","72.5103491646903","11244459"
"989","55","154.047341700159","73.1309924878572","10567363"
"1218","55","298.145351971906","71.8243706839425","8119765.5"
"1702","55","336.181227327424","73.2147247314453","5137637.5"
"1964","55","221.092028676736","72.050138897366","4771648"
"1878","55","361.244510584131","72.3432715279715","4475612.5"
"2216","55","390.243098236233","72.1497192382812","3560710.5"
"2491","55","195.625053888659","72.176273890904","3275132.5"
"2458","55","279.677108554331","71.5861921037946","3129285.25"
"2587","55","255.461025685789","72.2377293178013","2956677.5"
"2676","55","136.061756455996","72.2866747002853","2852145.5"
"2750","55","463.223258524916","72.2904115949358","2738708"
"118","56","263.634655458626","243.974179949079","120465080"
"338","56","264.135949378044","243.974179949079","33050966"
"911","56","254.629326159026","243.991830008371","11771205"
"2120","56","228.134319414505","244.202853228595","3800496.75"
"2253","56","146.117477577785","244.255349811755","3479350"
"121","57","153.040374252135","57.7648180855645","116972584"
"305","57","262.139705101045","56.7303418840681","37604328"
"842","57","259.152573838562","58.0562589372907","12867840"
"1166","57","274.092006790443","57.9521908351353","8606929"
"123","58","140.068040756185","50.1406752937718","114509896"
"593","58","257.147120441394","49.8887209641306","17842548"
"1521","58","141.071282734121","50.1635871686433","5980607"
"126","59","221.577036368897","276.874114990234","111817728"
"377","59","442.146960037636","276.927732987837","29513794"
"441","59","222.078825084631","276.857491233132","24926278"
"1140","59","295.093728770111","276.815342296254","8900573"
"1303","59","130.049857516973","276.877031828228","7347148"
"1868","59","148.06035734476","277.52944544742","4497380"
"2410","59","240.550419926835","276.913578380238","3185751"
"2446","59","222.580122933797","276.941686456854","3143131"
"128","60","343.702719128633","379.356070382254","110674184"
"275","60","344.204026695963","379.329851422991","44453412"
"521","60","730.359395320148","379.890356445312","20511596"
"1075","60","344.705459368753","379.347345842634","9631894"
"1186","60","731.362612407193","379.925420270647","8379267.5"
"1379","60","617.651254588504","379.531078229632","6809417"
"1384","60","365.683060413175","379.934302629743","6759746.5"
"1404","60","327.694576058633","379.233347865513","6626917"
"1445","60","617.985524195355","379.565967668806","6405297"
"1703","60","686.398602111801","379.347364153181","5134184"
"1992","60","618.319416412033","379.644935825893","4101581.5"
"2023","60","581.365704880898","379.172132219587","4019748"
"2058","60","384.656457733942","379.899090576172","3945762.75"
"2401","60","654.382382607711","379.259707205636","3196780.75"
"2626","60","377.228646573573","379.478622000558","2919861.5"
"2788","60","366.184527169683","379.916711425781","2698709.25"
"131","61","562.821299841398","444.372011893136","107475664"
"193","61","563.322624745518","444.371997942243","69833800"
"273","61","573.811808985644","444.389412144252","45594236"
"368","61","574.313263233099","444.415541294643","29978092"
"422","61","563.824008709173","444.372019740513","25802780"
"585","61","445.244406717428","444.57239554269","18022998"
"861","61","456.235344977934","444.807588413783","12598107"
"917","61","261.159633868155","444.049735804967","11664908"
"951","61","574.814952806146","444.380746023996","11140689"
"1034","61","445.745980416285","444.694219970703","10112966"
"1367","61","388.198564977464","444.389399937221","6904540"
"1401","61","564.325394771011","444.345806012835","6644038.5"
"1442","61","456.736915553304","444.737874058315","6426801.5"
"1606","61","436.249627356922","443.613908168248","5583713.5"
"1896","61","388.532938144606","444.389413888114","4400609"
"2392","61","283.141543905667","443.962603759766","3202073.5"
"2639","61","446.247358218762","444.66819632394","2905916.75"
"2710","61","575.316594709196","444.354586356027","2784462.75"
"2729","61","436.751227171971","443.570211356027","2767051"
"135","62","211.143946517892","341.976685373407","100711680"
"300","62","277.11817592177","342.168368094308","39298304"
"522","62","233.125881836984","342.001742989676","20461276"
"836","62","299.100057861406","342.150919886998","12998950"
"864","62","316.129011240782","341.668387276786","12580437"
"888","62","212.14713138959","342.00173601423","12194655"
"1483","62","278.121509971803","342.159660121373","6204183"
"1683","62","489.270801687466","342.730785260882","5221660"
"2330","62","338.110792842032","341.677168491909","3318663.5"
"2331","62","329.699595292887","341.56298828125","3318276.75"
"2497","62","395.212536769743","341.070886230469","3076096.25"
"2740","62","204.124227022151","341.237942940848","2754847.5"
"137","63","229.11825735202","245.351634778475","96462272"
"406","63","251.100167176698","245.24938746861","26941442"
"479","63","327.184402329749","245.735370309012","22559848"
"968","63","230.121388767171","245.249255807059","10855256"
"1848","63","332.217790350461","245.753095790318","4570612"
"2647","63","252.10345129095","245.231686401367","2894881"
"138","64","138.052429875272","42.4414782273142","96280680"
"139","65","348.070191945131","45.8247149876186","94876592"
"158","65","332.561783897159","45.3907717023577","80962248"
"402","65","244.092780317557","45.0579554239909","27235160"
"424","65","276.118888138945","45.7293019975935","25692764"
"525","65","333.063347566596","45.3995009286063","20439422"
"638","65","664.11750384983","45.4514730181013","16746676"
"1453","65","148.0966747764","46.7152022311562","6341073"
"1953","65","333.564382068741","45.382143838065","4229738"
"125","65","124.058526652658","46.5191607224314","3810394.5"
"2288","65","124.058557092907","46.3939598485043","3810394.5"
"2176","65","260.123926987717","45.9289681570871","3654808.5"
"142","66","568.837370323853","391.985898263114","93362136"
"225","66","569.338669301622","391.994633265904","58623048"
"244","66","505.301892504863","392.012058803013","52944232"
"511","66","569.840054537218","391.977188546317","21167766"
"680","66","506.305314178358","391.98590523856","15544876"
"781","66","388.736638225471","392.553619384766","13781434"
"1284","66","579.82809376297","391.994714355469","7453438.5"
"1556","66","389.238237019069","392.623451450893","5809596"
"1639","66","570.341446741548","391.942356654576","5405842.5"
"1817","66","580.329658327367","391.933585902623","4690022.5"
"1899","66","392.209323817149","391.933514404297","4393684"
"2476","66","527.283865658686","391.924852643694","3106153.5"
"2521","66","319.174746159951","392.894583565848","3037677.75"
"2627","66","451.252856264176","392.151700265067","2917647.5"
"2783","66","392.543658489408","391.98602382115","2700053.75"
"2912","66","507.308176908699","391.977212960379","2547341.25"
"148","67","169.096819328809","143.517756813451","87001264"
"529","67","191.078878090957","143.468161882673","20142638"
"738","67","374.68996538018","142.956574794224","14419511"
"1275","67","170.100064993726","143.429492102729","7573353"
"1712","67","375.191618084548","142.983017839704","5109092"
"2072","67","247.128746547098","142.688064976742","3920824.5"
"149","68","553.334266004994","401.583195277623","86347072"
"182","68","501.268781153162","401.679099818638","72025408"
"288","68","501.770214500132","401.67030203683","41676916"
"421","68","554.337385478149","401.600680977958","25905046"
"462","68","345.220659792367","402.38525390625","23797248"
"505","68","512.259538210522","401.722603062221","21264108"
"618","68","356.217788325378","401.879479108538","17101336"
"809","68","502.271630972125","401.696490478516","13336192"
"810","68","380.739129282396","401.844610595703","13326159"
"893","68","512.761108167462","401.705231584821","12036807"
"1070","68","345.722264191731","402.455093819754","9666654"
"1207","68","575.316150603242","401.539615304129","8242736"
