"ids","rel.ids","mzs","RTs","Ints","relationship","isotope.pattern","charge"
2797,120,1351.36857716491,519.933855270141,342378.008973103,"bp",4,1
646,2938,824.682492799109,520.107338076519,1826874.9374593,"bp",NA,NA
10755,3053,785.649241560954,502.919831570894,45207.2104201381,"bp|isotope",0,1
10515,1446,553.50602586709,525.129346874965,47385.8618088232,"bp|isotope",0,1
14671,3,498.449773084719,527.278609177947,22728.758303194,"potential bp|isotope",6,1
14692,1076,894.743880003514,536.155963210269,22643.356232461,"bp",0,1
6448,4036,879.817616094372,537.535299852612,109905.805010298,"bp",NA,NA
8177,4027,552.487835172398,538.330604452848,75553.1362195544,"",NA,NA
8169,983,552.486954526632,531.808163801941,75698.5175187604,"bp",NA,NA
12322,545,920.825263538284,540.904182943114,33602.1704976532,"bp",NA,NA
15545,39,819.673550929705,542.571200496398,19434.4712091937,"",NA,NA
16807,39,884.702589629358,542.045468211866,14636.7282381143,"potential bp|isotope",0,1
1698,191,946.786119395268,538.829943846998,625373.043284129,"bp",2,1
13831,29,581.539292885322,542.789012380391,26210.6318919977,"potential bp|isotope",2,1
15252,39,869.825639431438,542.173585942568,20500.7914701548,"potential bp|isotope",5,1
8708,3,880.820247315397,527.560304186495,67885.5641574038,"potential bp|isotope",4,1
3229,31,782.711341744669,505.053541796386,285037.05355837,"",NA,NA
2433,12,905.835333041761,532.204770843051,410086.436627862,"potential bp|isotope",14,1
17232,188,1138.81869592022,553.84452515974,12722.981094869,"potential bp|isotope",0,2
723,3242,872.761419231979,528.884483623518,1607565.22170805,"bp",0,1
15654,3020,883.717786104776,556.254073886015,19035.9556805582,"bp",0,1
17059,86,828.784023703358,558.013861040587,13534.2815172665,"bp|isotope",7,1
6110,1256,552.501980847068,543.086944610773,119105.068085765,"bp|isotope",0,1
4995,1412,552.502629605081,548.656316321559,157864.904304292,"bp|isotope",0,1
12194,122,932.776658897701,567.97566397577,34282.1331194203,"potential bp|isotope",0,1
14589,3003,835.789682456212,568.51469197123,23064.5870504226,"bp",NA,NA
4462,3981,838.77768330999,553.154657275454,184351.869279293,"potential bp|isotope",0,1
14613,1609,810.780174035723,577.203805701635,22987.1213332267,"bp",NA,NA
14733,106,842.762840429483,579.49243020423,22489.8207237268,"potential bp|isotope",0,1
1253,106,906.76022534094,582.540815696355,885642.744161057,"",NA,NA
9454,2802,890.820228202249,587.270670468885,58657.1394984639,"bp",NA,NA
2195,123,605.54389421166,563.976164632814,462137.717890062,"bp|isotope",1,1
12403,7319,445.316279689503,639.208579984716,33119.6208573486,"bp",NA,NA
15609,8549,445.316211251983,628.599419283067,19189.8494143839,"bp",NA,NA
16068,8426,502.32253277982,665.055107119916,17493.376262455,"bp",NA,NA
13260,5744,561.395052506194,670.139860754559,28785.8605925968,"bp",NA,NA
11662,8448,501.367114999962,687.073847785159,37927.507335498,"bp",NA,NA
15871,526,443.299539779166,695.706291148005,18216.5187490474,"bp",NA,NA
142,1415,849.773983766106,548.669079224756,9159379.55176194,"bp",NA,NA
16013,7892,541.446407250028,674.655937234199,17671.2225826056,"bp",NA,NA
15061,8521,533.366666687448,711.089380067465,21207.1755265171,"bp",NA,NA
15014,5566,122.096553831521,716.393369225315,21418.0893289434,"bp",NA,NA
14555,6156,122.096638584581,697.345627350176,23192.1441562953,"bp",NA,NA
16974,6445,122.096481457071,701.110127350826,13862.1752430366,"bp",NA,NA
15762,5623,357.264328057566,728.076316690731,18590.9794798095,"bp",NA,NA
16879,5842,357.264589282698,742.264762023498,14261.6057687569,"bp",NA,NA
12873,8335,445.314872629343,753.329451713441,30585.0085988746,"bp",NA,NA
12803,7119,445.315945450824,757.327561186682,30865.2119633788,"bp",NA,NA
17558,7591,514.41647809461,723.238395185755,10903.3821974544,"bp",NA,NA
15906,7828,577.393089243777,740.284485222198,18080.6186689455,"bp",NA,NA
16506,7120,577.392494859208,757.181248491775,15843.3021124368,"bp",NA,NA
16408,7613,577.392112913837,747.46963507407,16214.0318688768,"bp",NA,NA
17065,6434,577.391853387159,772.044390220997,13515.5628749017,"bp",NA,NA
16684,6319,577.392593921308,733.40531061129,15120.8893533044,"bp",NA,NA
15628,6523,577.391923233246,765.170822863108,19144.5425302735,"bp",NA,NA
17494,8336,577.390885058011,753.283381834781,11351.2978702149,"bp",NA,NA
2755,2401,794.723367651369,557.277761091859,350285.929990533,"bp",NA,NA
3374,5084,881.757099489854,579.319255549202,268288.390077074,"bp",NA,NA
1109,3930,881.757724843769,583.191963787718,1012330.60357226,"potential bp",0,1
10132,7369,877.804037679283,671.777953923559,50893.2645996658,"bp",NA,NA
8993,7668,877.804285530029,610.434358980489,64440.7106096166,"bp",NA,NA
15241,8458,925.754146905769,762.606133390669,20542.9968564194,"bp",NA,NA
15746,7279,925.754933897405,717.110227573238,18639.1044870199,"bp",NA,NA
14192,7309,925.75501635988,652.481494624679,24683.2180023486,"bp",NA,NA
15378,6157,925.754552833157,697.543186465995,20072.9028699086,"bp",NA,NA
1234,3941,907.772918631259,582.728380311638,899668.068630221,"bp",NA,NA
6897,3447,751.561780450088,391.82988438604,99297.8355774559,"bp|isotope",0,1
4973,2497,751.562574844844,478.874486542886,158613.396829586,"bp|isotope",0,1
3750,2947,751.561681559297,521.501048803542,235854.955965622,"bp",NA,NA
4641,1137,751.563024276694,538.924334828524,174607.992705899,"bp",NA,NA
10488,8296,924.748916821202,727.541277533919,47633.8700297693,"bp",NA,NA
11869,7875,924.748961804473,744.406239654709,36505.8377687436,"bp",NA,NA
12328,732,924.749096269967,697.147069852613,33580.2717543148,"bp",NA,NA
11556,6488,924.748902288463,738.873783084771,38756.8241123455,"bp",NA,NA
11106,655,924.749237546106,706.621088533535,42256.2518626027,"bp|isotope",0,1
11830,6853,924.749757089735,615.633430002018,36848.2651234049,"bp",0,1
12204,417,924.749505032934,646.857545856602,34213.2962932618,"bp|isotope",0,1
13096,683,924.749390911255,680.422050733147,29516.4321309942,"",NA,NA
13571,7271,924.74915807494,687.256697676364,27425.5819583521,"bp",NA,NA
7342,8232,772.625924762126,517.039167751499,90265.427838776,"bp",NA,NA
17301,4646,116.985392870175,831.39746249881,12395.5576418021,"bp",NA,NA
8143,4954,101.00842234383,784.932281332965,76172.7362773036,"",NA,NA
15955,8084,185.042022044766,839.736585703791,17890.2359423826,"",NA,NA
18282,452,185.041945735201,830.60346249881,2821.91289160158,"",NA,NA
10122,7072,185.042003475694,823.450585703791,50971.0470726198,"bp",NA,NA
17196,4390,185.04203632468,819.081585703791,12888.1240919711,"bp",NA,NA
17896,8305,185.042057599017,828.22046249881,8760.24037012708,"bp",NA,NA
15130,4647,185.042076563133,831.493585703791,20913.9121878106,"bp",NA,NA
18172,242,185.042125726147,827.62446249881,5329.08023856022,"bp",NA,NA
9005,4064,224.12789371182,804.58846249881,64371.4235564823,"bp",NA,NA
674,2402,524.453674530733,557.0985938581,1753235.5902281,"bp",NA,NA
18017,2831,527.155896304286,16.3729674542056,7570.87303362165,"bp",NA,NA
17765,2276,420.162419952767,16.7703737653984,9757.28034584554,"bp",NA,NA
16433,14,781.154019172538,19.1639820838882,16128.9770290444,"",NA,NA
13775,14,120.080665240071,19.5532547016338,26451.8045344144,"",NA,NA
15502,1013,527.212523268566,20.5472789175546,19579.4327471191,"bp",NA,NA
14825,14,568.220642589301,20.4389503714678,22159.0652567322,"",NA,NA
16293,14,878.301155529358,20.7191724100471,16689.1755797089,"potential bp|isotope",20,1
16937,14,479.167195778012,20.0580301606318,13994.5218961954,"potential bp|isotope",2,1
4990,14,132.101033316352,20.3490763340662,157994.232736275,"",NA,NA
6091,23,120.088685080395,24.0993502687221,119694.81260994,"",NA,NA
13891,14,496.174470011216,20.3490763340662,25944.3556240522,"",NA,NA
14480,1042,144.101663238154,17.533368456451,23510.5031951032,"bp",NA,NA
11940,297,475.221078163656,18.4717046911028,36000.1983549763,"bp",NA,NA
12640,14,543.13247904446,20.3490763340662,31812.0401867174,"",NA,NA
16571,5207,188.070587680999,21.1438920805528,15602.4677263737,"bp",NA,NA
17756,1019,188.070504204752,18.1618054167836,9807.9627144663,"",NA,NA
14981,14,547.213468919,20.3490763340662,21558.3027930564,"",NA,NA
17663,1019,547.213229876056,17.9635996157368,10324.2046964722,"",NA,NA
17491,132,547.213823238276,22.1379245987777,11383.9980358909,"",NA,NA
5097,5244,869.269485791155,18.7584268509771,153035.749072021,"bp",NA,NA
14005,14,166.085187207966,20.3490763340662,25404.7895364005,"",NA,NA
15652,1043,524.197557704222,17.6501609174174,19045.8750680106,"bp",NA,NA
16976,132,524.197594195769,22.1252175956278,13856.6152993681,"",NA,NA
16526,81,847.292981671276,17.1677798326552,15790.9767320902,"",NA,NA
12701,1202,546.306473870436,23.3311513676144,31425.6893310862,"bp",NA,NA
17351,23,547.30862556076,23.3311513676144,12094.3684492676,"potential bp|isotope",33,1
17108,1044,492.182200431991,17.4040014157885,13319.676415372,"bp",NA,NA
13939,14,745.177317599143,19.9420702957685,25718.0776429412,"",NA,NA
5681,1186,489.227498312433,22.9327453791096,131862.919683472,"",NA,NA
7968,23,130.086314431586,23.3311513676144,79465.6342585764,"",NA,NA
13593,23,562.319511100467,24.1259589533614,27309.6458846143,"",NA,NA
10119,23,561.317516655344,24.3157542179612,50979.4680376762,"",NA,NA
9301,6572,750.520937973457,22.4796420047104,60430.5010497219,"bp",NA,NA
8740,23,592.4238866075,22.5562724250811,67497.410644309,"potential bp|isotope",28,1
5512,3187,749.518410411259,22.2913685942511,137123.053137638,"bp",NA,NA
11315,23,442.265588290401,23.5293528988437,40571.1185235339,"",NA,NA
5584,1186,147.112985195088,23.9267566910806,135020.791831266,"bp",NA,NA
12593,2058,291.194853272987,31.0846343667656,32067.4642983699,"bp",NA,NA
7497,2029,324.285063650334,29.9841801590132,87406.0635330858,"bp",NA,NA
15743,7934,339.191557106935,35.625168051733,18655.7778610249,"bp",NA,NA
11171,4102,296.229750661846,35.4573449572236,41681.3378825627,"",NA,NA
12870,1898,468.308561593341,34.2958075352323,30596.1400120753,"bp",NA,NA
15532,197,290.157546107803,35.4335927760744,19477.7322132568,"potential bp|isotope",2,1
16390,174,357.208990865688,35.8547413257493,16267.1463721872,"",NA,NA
13435,174,299.209485313863,36.674803225161,27997.150004217,"potential bp|isotope",0,1
15370,174,379.20626835729,36.0529389695959,20106.3471904175,"",NA,NA
11048,7931,318.212118448359,35.6555426564374,42722.320856781,"bp",NA,NA
10989,4102,278.219506481279,35.2622008265547,43244.7449312276,"potential bp|isotope",0,1
3569,4304,293.210384431303,28.4178385134681,249514.913932769,"bp",NA,NA
9695,609,253.216117534872,35.7322819260746,55730.5864727137,"",NA,NA
14283,609,271.226494186948,35.7475680956393,24335.9713461125,"",NA,NA
12298,3482,335.199406255087,38.9020634034224,33734.0050608398,"",NA,NA
12450,174,258.214671229358,36.8714987727306,32903.6601356474,"potential bp|isotope",1,1
12241,68,558.295504543861,41.011515135002,34000.82010996,"",NA,NA
11874,4366,340.218937417835,42.6220323958188,36452.6339640021,"bp|isotope",0,1
14552,2121,299.187730855754,48.287402911217,23203.3757907444,"bp",NA,NA
9496,63,710.229674584932,33.4693601699365,58258.3284525402,"bp|isotope",0,1
12276,3037,860.437465536457,45.9994935451243,33843.1892519907,"bp",NA,NA
6359,2142,327.152296500879,47.7822503317354,112310.424279061,"bp",NA,NA
17098,453,479.124072099839,48.6842648075172,13353.4112164856,"",NA,NA
17180,2143,490.176285844111,47.9814768631463,12962.8462973256,"bp",NA,NA
14742,2116,321.135526758554,48.179702666035,22469.0518743715,"bp",NA,NA
15420,2144,476.276212000211,48.179702666035,19888.9851099477,"bp",NA,NA
2409,72,485.135492945846,48.5970086460025,415511.414712111,"bp",NA,NA
12466,2145,277.214703392774,47.9869373382442,32792.9080908763,"bp",NA,NA
12083,2119,403.138205930382,48.3804225961148,34994.8487193787,"bp",NA,NA
16242,453,423.204809996695,50.2780727733006,16863.5423248321,"",NA,NA
13820,6794,483.223429376517,50.3762030083598,26246.8817839759,"bp",NA,NA
15440,95,211.205420685673,52.1642387840962,19832.2990343967,"",NA,NA
13621,95,636.469647933887,51.3772387169429,27189.0070081127,"potential bp|isotope",0,1
13482,453,408.241092332757,50.4463220545236,27810.3321110269,"bp|isotope",0,1
14564,499,402.22479019326,50.5872379167809,23165.2867752183,"bp|isotope",0,1
13189,453,573.433146399977,48.7763846860899,29109.9189645011,"",NA,NA
9823,434,322.24348598802,49.8146764197284,54118.2216427677,"bp|isotope",0,1
13674,499,419.194646776427,50.7922717998759,26916.2917553711,"",NA,NA
14370,95,229.216411380799,52.7529941636455,23999.008787555,"",NA,NA
12309,499,385.243607699958,50.7720894130336,33690.3849571461,"",NA,NA
15218,2117,617.45952275343,48.3789300075426,20622.078140918,"bp",NA,NA
12273,453,495.269327588349,48.7763846860899,33849.225304248,"",NA,NA
11870,2864,312.258844725349,57.3520566827072,36480.6551906369,"bp|isotope",0,1
5130,6795,425.214961303837,50.0866571571815,151442.637944028,"bp",NA,NA
11853,2924,425.215635489454,62.1170575932497,36650.8644731657,"bp",NA,NA
11371,651,328.256205035005,62.7140695459822,40203.9023665743,"",NA,NA
10648,6666,437.193529563288,49.3292516741956,46185.3681408782,"bp",NA,NA
9203,1772,427.273241497335,66.3288440940848,61904.5925411633,"bp|isotope",0,1
11187,57,385.277273992566,65.9591465306883,41576.3594709124,"",NA,NA
5272,2925,299.258047193282,62.3725248563417,146331.164695695,"bp",NA,NA
7318,651,285.242426795473,62.8072604691841,90655.7915899491,"bp",NA,NA
13745,1767,293.225803621447,66.2940847087467,26626.8775734133,"bp",NA,NA
12216,1763,329.250982969002,66.3256813530876,34141.0088505671,"bp",NA,NA
13898,253,287.237085199429,67.6636821144469,25898.5363430972,"",NA,NA
10874,1759,394.244233053249,65.3750780338897,44172.6339828628,"bp|isotope",0,1
11157,476,357.290263006311,66.5052207461101,41783.3391694476,"bp",NA,NA
12228,4759,453.252427326212,66.9537653884608,34082.0851164745,"",NA,NA
14885,3681,273.179576824127,72.3821582262177,21938.3214064995,"bp",NA,NA
12628,1758,459.269051297771,65.491344211484,31874.4232748794,"bp",NA,NA
14529,2107,344.984298488763,47.5840253621045,23290.2101231813,"bp",NA,NA
14133,3508,393.252627501567,74.4274370772433,24931.2220051758,"",NA,NA
13252,4483,348.198898356531,73.5468631714172,28852.8432923473,"",NA,NA
11094,758,399.18122344938,73.6243038964055,42353.4909844098,"bp",NA,NA
14205,8501,339.168223283297,73.61244941341,24633.1932210198,"bp",NA,NA
15292,3682,677.469919579448,72.5942603587216,20355.8773399887,"bp",NA,NA
12835,158,653.471805489089,74.9380736345534,30753.748152679,"",NA,NA
12793,1514,462.321384160511,79.6072203981529,30908.0977062734,"",NA,NA
13389,50,708.506281135446,76.746490741344,28239.6305485265,"potential bp|isotope",1,1
10928,50,693.535015623522,76.8835034401834,43773.5452696871,"potential bp|isotope",2,1
15205,42,693.534947742942,81.0737210345564,20649.2600320282,"potential bp|isotope",9,1
14017,42,629.473964990161,81.8082131274466,25374.6302652343,"",NA,NA
11522,50,333.290514086345,77.1224827670265,39001.4372248168,"potential bp|isotope",3,1
16080,500,436.274189777334,75.8747076408049,17430.9908895618,"bp|isotope",0,1
8402,1638,239.236962329008,77.1934143353282,71796.1759897696,"bp",NA,NA
7789,1484,404.286223159104,80.7540877032628,82586.0082354159,"bp|isotope",0,1
14747,1773,405.291267980913,66.069520045155,22429.5281509904,"bp|isotope",0,1
15529,618,718.547915988912,84.6465981815554,19486.5613857239,"bp|isotope",0,1
11224,50,370.243518138465,76.6085210700911,41243.3452267822,"",NA,NA
14539,167,325.272291891455,71.9389531482512,23250.0834479285,"",NA,NA
18097,8091,325.269455444469,63.1010227075969,6601.57272824097,"bp",NA,NA
18185,4768,325.27197214177,67.6636821144469,5077.6323326357,"bp",NA,NA
10305,7962,422.326528138483,84.6784584041068,49181.4790398442,"bp",NA,NA
10778,1473,422.326615092266,82.7681616430386,44984.985204611,"bp",NA,NA
8382,2105,262.981508012154,48.248090137311,72093.2814037256,"bp",NA,NA
9107,2820,262.981594929243,71.2421165694844,63105.7390857341,"bp",NA,NA
8133,4119,262.981637957991,34.8607496814254,76430.8898160424,"bp",NA,NA
15782,2235,408.318889087432,93.4937170730251,18519.7610575151,"",NA,NA
12774,2241,367.201714594423,92.7829855316836,31031.7319918944,"bp",NA,NA
13508,2259,403.279329982751,92.8978188326959,27728.6406425164,"bp",NA,NA
12155,2248,729.50374029894,92.346567343105,34557.6669027779,"bp",NA,NA
9759,3509,743.545723734124,75.5992990216036,54963.8698567862,"",NA,NA
12886,161,343.192699213651,95.0532776432538,30526.8566087881,"",NA,NA
14094,161,363.274309452208,95.8372317305343,25114.9509728403,"",NA,NA
12932,2260,437.239771625327,93.4126469785153,30261.8732613932,"bp",NA,NA
15343,161,320.198117853084,95.1236420262743,20203.4629722473,"potential bp|isotope",1,1
14302,161,651.434437659449,95.7608328096382,24235.9637507187,"",NA,NA
13054,161,621.417686220142,95.4657463087972,29745.9522227692,"",NA,NA
9850,117,697.498051778957,96.9192750131541,53822.7471768804,"potential bp",6,1
11372,80,705.505096233466,93.8108681219646,40196.9093637241,"potential bp",4,1
11794,117,412.25409256291,96.845168245083,37092.6098964489,"potential bp|isotope",2,1
10071,117,373.294879483096,97.372676182312,51537.9901484619,"",NA,NA
14440,161,477.184505345872,95.399784753428,23670.2082656122,"",NA,NA
16315,117,337.167354322864,97.3513212214985,16603.1170298352,"",NA,NA
15596,2250,402.201058434882,93.4126469785153,19257.3857317242,"bp",NA,NA
14055,117,402.200794238239,97.4901144473666,25260.2663980225,"potential bp|isotope",7,1
10258,2236,341.185900466245,93.6916778658056,49548.1052666488,"",NA,NA
8553,117,627.433626108168,97.3736064986573,69846.2875847105,"",NA,NA
13287,117,603.363193931094,97.6862272113988,28706.1344240512,"",NA,NA
10759,117,419.170494525,97.970335450087,45135.4891470611,"",NA,NA
11330,2884,483.200573034428,97.990997671393,40464.0131559277,"bp",NA,NA
9794,2892,327.289097346286,97.2045234569612,54481.9537844035,"bp",NA,NA
13149,3581,383.254115729355,96.0159960872715,29253.65336573,"bp",NA,NA
9197,296,348.291368874904,105.60183762108,61951.2537854742,"",NA,NA
4728,117,401.197426966502,97.4309784409,170045.308907549,"potential bp",7,1
11267,6932,400.341574445712,104.440857902224,40916.5765241714,"bp",NA,NA
2938,161,326.214918549573,95.9881499374983,321958.748799144,"",NA,NA
2993,117,326.214911843684,97.191976155812,314296.306367654,"potential bp|isotope",8,1
7541,3841,407.214348713085,98.3699870299268,86705.5002416295,"bp",NA,NA
10173,3843,406.300327469196,98.214610356847,50412.2531280762,"bp",NA,NA
14571,200,345.212310026138,111.755325404613,23142.6079393703,"",NA,NA
16114,200,509.217028585746,111.420401716589,17300.246570258,"",NA,NA
11282,200,427.213725262246,111.557394660942,40842.8531370492,"",NA,NA
717,161,325.21183032139,95.8136644047779,1635213.01166544,"bp",6,1
1227,117,325.211861598852,97.5470963363176,903425.861309765,"potential bp",8,1
10888,2708,376.230582432191,108.858404194945,44048.8071747335,"",NA,NA
17476,5588,376.230450143929,114.336478632426,11445.8628982544,"bp",NA,NA
16198,346,376.230414886537,109.113001729728,17035.0715038951,"",NA,NA
11782,296,376.230597773697,104.873470075048,37160.5667385842,"",NA,NA
11621,200,367.201299792081,111.481093385466,38256.474137046,"",NA,NA
12605,5329,402.346718926724,116.990720551124,31986.4327691881,"bp",NA,NA
12247,3252,419.360207474394,120.536806628747,33977.717959793,"bp",NA,NA
14138,130,687.53929549177,120.291825953002,24921.5115903888,"",NA,NA
15217,855,201.148723259318,121.408684753635,20625.8013270801,"",NA,NA
14230,860,782.619463275918,121.199502510877,24532.3971884794,"bp|isotope",0,1
12470,137,793.56319084573,120.64269768479,32772.0149261905,"",NA,NA
5880,5476,121.050732851957,5.50122558363265,125616.740165332,"bp",NA,NA
13142,2686,354.247927314233,130.616252923546,29284.9053085017,"",NA,NA
10960,716,385.32983412964,127.003109475551,43514.1309702653,"bp",NA,NA
7728,435,353.245541560706,130.815199330535,83575.8930868255,"bp",NA,NA
17084,13,269.226695344125,132.005871113194,13423.1974247868,"",NA,NA
16055,4194,364.349688353994,139.300427678536,17541.2540642755,"bp",NA,NA
10647,4261,434.332128922063,133.894029590032,46196.6456025241,"",NA,NA
12602,4201,395.313017142995,138.329448784473,32002.766110292,"bp",NA,NA
11080,213,368.321597068891,142.025141633471,42471.7409003558,"potential bp|isotope",0,1
16369,3766,411.24672754414,145.506374776872,16385.7326486079,"",NA,NA
8806,4313,469.38641445978,141.895709680025,66644.1486774785,"bp",NA,NA
13511,127,430.363013814082,149.860401871465,27720.1060363534,"potential bp|isotope",2,1
14320,127,534.346789006962,149.378398101011,24159.7326581209,"potential bp|isotope",0,1
15085,5069,355.258516879874,151.06681808231,21058.7999276025,"bp",NA,NA
14661,127,730.496180680271,149.676999636914,22774.6132687167,"potential bp|isotope",10,1
1410,127,413.351309020254,150.322041295682,768323.827689024,"",NA,NA
1765,97,413.352048971553,154.442443171164,601558.964818689,"",NA,NA
13757,127,413.351667064952,150.073946118774,26555.5208713942,"",NA,NA
15430,227,286.245886670063,152.381005701604,19864.4533144873,"potential bp|isotope",0,1
11675,127,881.695513071452,150.199251903354,37866.5547955537,"",NA,NA
14430,127,454.349289729736,149.478026969052,23716.6741903221,"bp|isotope",8,1
4813,1054,435.34473152227,157.281268882872,165467.408256204,"bp",NA,NA
6857,4895,435.345086533254,153.29744850943,100043.275161561,"",NA,NA
12622,4901,501.356212305081,153.648523148317,31906.0119819476,"bp",NA,NA
8938,8312,325.202418410793,140.679800711433,65132.6292547955,"bp",NA,NA
10499,5387,325.201635171504,171.130673991819,47552.9160656034,"bp",NA,NA
13071,3412,473.402378007771,163.485767940943,29632.9601698058,"bp|isotope",0,1
11339,4212,460.39694519805,165.993986550621,40381.0511927956,"bp",NA,NA
12881,4219,481.329462565261,166.754780799975,30540.8568308361,"bp",NA,NA
11957,4209,466.359895629443,166.749245885049,35859.8881263806,"bp|isotope",0,1
13818,444,552.375680528871,169.467658061935,26266.154879626,"bp|isotope",0,1
12734,444,546.413801121696,169.60850517835,31234.8672741927,"",NA,NA
14852,444,567.344851750296,169.610455008853,22076.3014914369,"",NA,NA
10486,667,472.399460381785,159.562025564593,47647.4218654355,"",NA,NA
12601,5388,527.374082872745,170.945314023604,32009.4879359632,"bp",NA,NA
11161,308,337.27348402695,171.452543758085,41743.0227963867,"",NA,NA
11448,1911,479.392726997331,32.7026270313292,39512.5617955413,"bp",NA,NA
7457,3484,479.392540096319,38.9402355024883,88028.8472404354,"",NA,NA
5446,667,477.355310021603,159.407051046448,139540.934866882,"bp",NA,NA
18372,4314,461.365553499624,142.330243672324,1524.22092065428,"bp",NA,NA
10047,5168,461.362844755374,168.255491503356,51767.0602351243,"bp",NA,NA
18142,3343,461.365525261013,147.691287765276,5842.55788330078,"bp",NA,NA
16960,1063,461.365832102209,157.723429673402,13907.9630472354,"bp",NA,NA
8415,453,441.354740022489,48.9756131409886,71679.4662492829,"",NA,NA
13329,4489,469.368368241714,178.669981004975,28506.7510531482,"",NA,NA
11329,308,520.347781899969,171.520777108555,40467.6744869715,"potential bp|isotope",0,1
11316,4704,488.393869343527,174.317040038888,40552.961134488,"bp",NA,NA
11633,4495,429.372698964811,178.899785345169,38159.8996291562,"bp",NA,NA
14319,79,477.423473373711,183.261624357453,24161.9149334895,"potential bp|isotope",4,1
7248,3312,360.324324172772,176.939283268106,91964.2998004798,"bp",NA,NA
13588,79,259.217204726008,182.406656062471,27329.0731837009,"potential bp|isotope",7,1
16659,298,287.248361783163,183.833255619564,15196.5246773358,"bp|isotope",1,1
15121,79,555.357005161711,183.237219315241,20950.4560316842,"",NA,NA
10733,79,758.531216990711,182.59267854235,45396.1807656612,"potential bp|isotope",0,1
15616,79,459.394706566375,183.4362313134,19182.3986823489,"potential bp|isotope",2,1
15662,79,523.378568540467,182.443172705772,18990.938399336,"",NA,NA
16651,79,442.38438374276,182.642184195375,15212.5381725111,"potential bp|isotope",6,1
13533,79,537.329533316299,183.461767427013,27618.2065905806,"",NA,NA
9102,79,482.379849126913,182.846243868438,63132.8148878299,"bp|isotope",3,1
10804,79,544.49278952152,182.965237184874,44762.5398803711,"",NA,NA
8874,222,441.381820826787,189.254350388612,65930.6330045277,"potential bp|isotope",2,1
10257,79,562.376992083179,182.746756261182,49550.332717498,"potential bp|isotope",8,1
11867,79,871.653122425595,183.110977015799,36522.3666559226,"potential bp|isotope",1,1
13592,79,498.349272174527,182.049510568838,27311.1056768289,"potential bp|isotope",5,1
8959,105,314.277122882921,187.330529458744,64807.1714938299,"potential bp|isotope",3,1
11408,4705,449.346189457216,175.134347276949,39859.1550869594,"bp",NA,NA
15473,5485,449.348298948814,191.809541022293,19710.7281739689,"bp",NA,NA
11363,6033,449.348160046287,188.53655658962,40238.3981761232,"bp",NA,NA
11245,264,449.342093119181,160.796972944239,41077.6018964024,"",NA,NA
11857,6729,449.348717016128,169.475822141631,36588.9456249208,"bp",NA,NA
15511,6920,449.348295484693,195.975568825414,19546.3758989634,"bp",NA,NA
15722,320,962.769500644696,191.577190581647,18752.8670682036,"bp|isotope",0,1
9512,7018,545.363548216527,185.172503204128,58100.6755579298,"bp",NA,NA
12995,320,961.766072212778,191.365013577597,29966.5425142597,"bp",0,1
9502,4511,463.376527258043,193.167945139027,58189.9874086839,"",NA,NA
15115,232,988.784633737086,194.184933689209,20970.0472139969,"potential bp|isotope",3,1
12059,232,987.780436761298,194.158131575015,35277.9975680628,"potential bp",3,1
13340,6908,283.226673524135,192.824684547796,28468.3122836281,"bp",NA,NA
11723,232,523.363226241486,194.186609434631,37555.5320743173,"potential bp|isotope",0,1
11722,232,895.66231055641,194.209407903239,37555.7169391001,"",NA,NA
13380,5425,510.365379832326,202.701476171033,28288.832587613,"bp",NA,NA
12809,332,576.451636250556,204.465187312185,30846.5865508067,"potential bp|isotope",2,1
11780,5657,299.25841101733,203.727279442033,37183.8863619406,"bp",NA,NA
13750,5663,501.38943481221,205.085073339421,26610.4183593316,"bp",NA,NA
16152,94,1041.81904719516,206.209554406315,17169.4761790832,"",NA,NA
11640,332,596.380236896371,204.027514444953,38104.4537542756,"potential bp|isotope",0,1
13574,94,529.454816872214,206.243473236191,27406.8675112343,"potential bp|isotope",7,1
11428,5666,454.396518835127,203.885552449403,39693.7895641875,"bp|isotope",0,1
8830,2563,630.479540386053,206.374610523632,66428.6084366567,"bp|isotope",0,1
10171,94,571.376768642816,206.291503689083,50434.971694231,"",NA,NA
16047,94,245.226332117619,206.044869394147,17552.310123494,"",NA,NA
10992,94,613.406309479053,206.562338971023,43234.5111321311,"potential bp",8,1
13072,5675,427.378374574675,203.893767449889,29632.8364408696,"bp",NA,NA
16448,5247,427.378618764727,183.635243435875,16050.1081343107,"bp",NA,NA
15760,6921,427.377730714441,195.154124794777,18594.7643797548,"bp",NA,NA
18135,5189,427.378762055279,211.044746475559,6007.95882450944,"",NA,NA
18136,6035,427.378722583801,188.997612297746,5958.60008493424,"bp",NA,NA
10007,5653,477.391104213188,204.360470344993,52232.8904001277,"bp",NA,NA
6560,1064,553.486412622678,157.611110400295,106944.008604028,"bp",NA,NA
10452,432,553.483403606555,218.592670754864,47894.3713239889,"bp",NA,NA
6559,4183,520.407798192547,214.028612793031,106982.344049313,"bp",NA,NA
7831,6655,607.490232561216,218.532242963786,81917.0431039487,"bp",NA,NA
13464,231,259.217205296,223.445125474584,27908.916502402,"potential bp|isotope",2,1
9768,76,505.454484223132,224.838907247912,54811.6692638754,"potential bp|isotope",11,1
13165,76,583.389451956974,224.358486848839,29215.0689855124,"",NA,NA
14522,76,558.50766291298,224.35816295322,23322.2324448908,"",NA,NA
