"ids","rel.ids","mzs","RTs","Ints","relationship","isotope.pattern","charge"
8126,152,710.421551536187,164.022867556099,76517.9971254317,"potential bp|isotope",7,1
9218,152,722.431082829003,164.039300832015,61719.4443638082,"potential bp",3,1
8680,152,623.316774085743,163.984329834079,68240.1553763978,"potential bp|isotope",6,1
6997,16,505.105975173628,157.212857025801,97096.8615892349,"potential bp",10,1
17657,7184,622.240008823935,167.149294381495,10373.8395625724,"bp",NA,NA
4747,152,644.295755370747,164.037460473905,168784.469014819,"",NA,NA
5537,4209,465.356083509159,166.709651170835,136559.389314964,"bp",0,1
13623,4205,582.207011018574,165.957088330232,27186.3377615024,"bp",0,1
5025,152,639.340390587941,164.021588398165,156608.3923462,"potential bp|isotope",10,1
8921,16,416.037598269605,157.167089242704,65313.3171797139,"",NA,NA
12955,205,446.456462995486,166.662890108883,30130.2204710399,"",NA,NA
6220,152,659.266325551758,164.138475259782,116169.968074213,"potential bp",4,1
3485,33,282.05197623271,99.1644189128876,257678.860935657,"",NA,NA
2512,13,282.052159071322,131.559203831376,395585.719173979,"",NA,NA
2786,16,282.052182335867,156.359957069817,344009.035452361,"",NA,NA
4662,144,282.052215830949,127.541389894756,173370.977861393,"",NA,NA
1070,16,782.195058644126,157.232353613121,1046360.36993075,"potential bp|isotope",14,1
4576,16,817.258507045147,157.214967055593,177496.013671455,"",NA,NA
2955,152,709.418864764317,163.941041106916,319364.923089754,"potential bp|isotope",7,1
1290,97,614.162501686503,155.429252022493,854177.536248787,"potential bp",3,1
4922,173,614.162547998073,145.65280485315,160279.871837882,"potential bp",0,1
2641,13,357.06818999362,131.963074473971,367713.971673119,"potential bp",16,1
2828,16,357.068306161764,156.886482767042,337840.384472698,"potential bp",11,1
6842,146,357.068069765463,147.801704085172,100339.776550999,"",NA,NA
7901,3412,472.399475772997,163.271413458816,80600.6791490332,"bp",0,1
9858,227,403.377925940485,152.009281471958,53715.0154046165,"",NA,NA
2220,152,638.3372675356,163.951410405942,456669.374556009,"",NA,NA
2142,152,643.292642057921,164.057580260847,473988.27752724,"potential bp",5,1
8147,205,377.381662907621,166.65736139069,76163.2317265577,"bp|isotope",0,1
8686,444,551.370992623759,169.530200626929,68197.5188315784,"bp",0,1
959,97,613.164353772325,155.426045418259,1187693.86557538,"",NA,NA
3861,173,613.164515672275,145.763371126281,226203.692785592,"",NA,NA
5701,104,506.477703226246,108.180135015845,131040.59656988,"potential bp",0,1
3302,152,477.355205671448,164.071710070188,276486.988958572,"",NA,NA
1245,152,621.311023590594,163.947468812215,893661.942693166,"potential bp",6,1
1416,152,708.415828404451,163.915353449883,765393.835015101,"potential bp",7,1
17127,4205,1000.26651560198,166.858090058538,13226.7459140662,"",NA,NA
10614,308,499.418055758572,171.547252227526,46512.978762439,"potential bp|isotope",1,1
8210,535,552.196443387383,160.180956856322,75099.8891319314,"bp",NA,NA
10586,6725,552.19641654746,170.00435393197,46761.4387055995,"bp",NA,NA
562,97,612.163687291511,155.00669024032,2128101.82953869,"",NA,NA
2534,173,612.163689143116,145.745314820699,389782.619414739,"bp",NA,NA
13459,4448,836.198386717374,151.573650705874,27926.3235322919,"",NA,NA
12102,248,836.199176807243,174.400807756527,34922.3198849442,"",NA,NA
7966,308,519.344996464264,171.562145780313,79505.6599916015,"potential bp",0,1
4340,2711,479.392383124055,107.713742522818,191843.064614308,"bp|isotope",0,1
2994,2688,479.392621328714,130.032743916021,314138.202934169,"bp|isotope",0,1
4694,4894,479.392313388659,153.959371317824,171545.699664564,"bp|isotope",0,1
2124,5383,479.392341819862,170.405276613268,478561.292215738,"bp",NA,NA
4600,5579,479.392481840131,115.636131959458,176551.11758179,"bp|isotope",0,1
2631,264,479.39243612407,161.091014511023,368989.196737758,"bp|isotope",0,1
13376,248,765.179122925386,174.431729928926,28298.2620767319,"potential bp|isotope",0,1
17713,289,765.178762214229,167.437914087027,10028.9241816125,"bp|isotope",0,1
6298,308,504.373774993846,171.525031201969,113987.28840379,"bp|isotope",2,1
5377,143,721.185043933434,177.495427853678,142348.738925234,"potential bp",0,1
6143,143,721.219995134728,177.536022002653,118228.051608545,"potential bp|isotope",1,1
9491,248,764.179117124082,174.557764318379,58299.1147432632,"potential bp|isotope",0,1
15673,289,764.179052001778,167.45290928002,18943.8921850417,"bp|isotope",0,1
13036,719,556.529457804667,172.670527343073,29830.6888582705,"bp",NA,NA
8658,248,763.180839013157,174.505007262235,68528.1341764419,"potential bp|isotope",0,1
14698,289,763.180842435113,167.422055655479,22624.8229707889,"bp|isotope",0,1
5736,308,498.415316357227,171.540613349241,129812.199008431,"potential bp",1,1
7356,137,529.407364895741,120.582946988462,89936.3160848336,"",NA,NA
15176,143,653.142700114581,177.510429873125,20786.0267431641,"",NA,NA
16834,143,725.182416336405,177.639176659685,14487.9200420271,"potential bp|isotope",0,1
6811,248,762.179964987679,174.271545593881,101069.097918744,"potential bp",0,1
12521,289,762.179914432697,167.442972387395,32479.2669491066,"bp",0,1
8704,16,519.138421188444,157.294729685238,67964.9824966023,"",NA,NA
14193,143,738.160425015311,177.575858693059,24675.3115569756,"",NA,NA
446,16,780.230508324289,157.216299336033,2634693.15680889,"",NA,NA
15068,143,668.17705847185,177.759592808197,21177.9174702205,"",NA,NA
14284,143,768.240531647454,177.769603343736,24334.6037394681,"",NA,NA
15360,143,769.241262557282,177.382479009957,20139.8475640791,"",NA,NA
15439,143,769.241336678467,177.645770393798,19833.119549364,"",NA,NA
16298,143,238.080401829808,177.179106218974,16675.5375604248,"",NA,NA
12529,143,724.184289738886,177.487236606866,32444.0238970805,"potential bp|isotope",0,1
15042,143,739.158179539728,177.518912253547,21318.4979438128,"",NA,NA
16165,143,669.17488955272,177.374790969894,17129.9184323814,"",NA,NA
13882,143,759.255007498072,177.568424904818,25993.1927582385,"",NA,NA
12030,143,737.159432649009,177.568424904818,35451.7130538682,"",NA,NA
12159,143,767.239403838236,177.618510144209,34535.7952756525,"",NA,NA
12258,143,758.256754537862,177.647663942882,33926.8566827289,"",NA,NA
11838,143,651.144664581099,177.539738896774,36759.1665543823,"",NA,NA
14466,143,652.145702991264,177.503619100489,23566.2429773872,"",NA,NA
12360,143,667.176086571549,177.570475720814,33415.205098489,"",NA,NA
8610,143,723.184768130855,177.550587900227,69081.7953933462,"potential bp|isotope",0,1
10883,143,757.25532731601,177.584039949578,44083.8824745872,"",NA,NA
7406,143,722.190229343342,177.487236606866,88918.8844637697,"potential bp|isotope",0,1
15165,4488,836.223436655285,178.624168553368,20814.7020918823,"bp",NA,NA
3608,102,803.543428807137,129.926896895588,246161.805291336,"potential bp",1,1
